selection_group,rank,pair_id,wavelength_nm,fisher,crlb_nm
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,610.0,24.00938797296386,0.20408423377477514
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,615.0,23.618214352139077,0.20576735264936408
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,620.0,22.825627221725732,0.20930935522453228
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,625.0,16.848772719507792,0.24362164089737057
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,630.0,20.503196718296813,0.2208458337497563
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,635.0,19.675706920821092,0.22544199944790086
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,640.0,19.36033377926337,0.22727076813164734
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,645.0,18.44306457990606,0.2328538679987742
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,650.0,14.130896822839977,0.26602051953972333
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,655.0,16.527867074153,0.2459753540295873
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,660.0,15.908541407880817,0.25071759815104816
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,665.0,15.457112466001755,0.25435238635173085
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,670.0,14.69504257879635,0.26086425605835695
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,675.0,11.555989395983158,0.2941686806418181
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,680.0,13.56815550273775,0.27148109601005815
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,685.0,13.17717608048857,0.2754792077789196
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,690.0,12.748966623108062,0.2800673666491052
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,695.0,12.186984969915494,0.2864520022499305
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,700.0,13.674331827508894,0.27042506499586116
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,400.0,86.49738266245967,0.10752229284393423
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,405.0,40.51649754625458,0.15710284584913
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,410.0,43.226064634166335,0.15209927738312193
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,415.0,46.403582637315154,0.14679938765009376
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,420.0,48.09343132685105,0.1441972965152735
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,425.0,44.33090051182117,0.15019197329588652
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,430.0,44.43028818097519,0.1500238944028168
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,435.0,44.69935421563689,0.1495716813395891
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,440.0,51.483621303002494,0.1393687665507399
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,445.0,52.3224585257835,0.13824706781376236
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,450.0,47.02691574072114,0.14582324278698341
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,455.0,48.99018318469136,0.14287145523411643
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,460.0,48.786115568661025,0.14316995217256517
